"post"	"labels"	"I"	"N"	"F"	"P"	"post_augmented"
"'i'm in a relationship with an <mbti> for 4 years now and we started as friends. when it progressed into a relationship though, it was fast! it's the most calm and stable relationship i've had, so i'm... </s> yeah, i had a feeling it might be my 9-ness :d happy that you pointed it out :d and yeah, i only shop now when there's a sale, or when a friend of mine wants to shop. i do more window shopping... </s> awww...is that you on your avatar? you're such a cute and smart little girl! you have wisdom far beyond your age! 👅 </s> based on the <mbti> whom i'm in an ldr with: he showed it through actions for a few months, but i was never sure and never assumed that it was something else until he told me about it. he wanted to... </s> *does a j high five* vacations with my family always leave me stressed because my parents, who are both strong perceivers, never plan the trip. we were in a 10 hour bus ride for a 3-day vacation... </s> i agree with this. sometimes i want to tear my hair out from all the moaning and whining. for the past two weeks i've been listening to my <mbti> friend going on and on about how one coworker keeps... </s> imho, i think that has more to do with the guy being a jerk than the guy being an <mbti> :-/ sorry you had to go through that :( but i'm glad you got away from him. :) but i do see your point about... </s> i'm confused as to why you would want to be in a relationship with someone who will have no problem pushing you away when stress gets to him too much and does not consider you a priority. yeah,... </s> dear <mbti>, my dormmates said they like my cooking. i've been practicing a lot since i moved here. i only wish i could be able to cook for you too, but i have to wait a year to see you again. ... </s> i'm guessing it's either because your questions are similar to those asked by women in that age bracket (according to some sources :p) or he just checked your profile picture :p </s> maybe it also has to do with the fact that i never really liked buying clothes. too many choices. i'm the girl who enters a shop, tries on something, and leaves without buying anything 9 times out of..."	"0"	"0"	"1"	"1"	"0"	"' i ' m in a relationship with an <mbti> for 4 now years we as and started friends. when it progressed into a relationship though, it was fast it! ' s most the and calm stable relationship ' i ve had, ' so i m. .. </s> yeah, i had feeling a it might my be 9 - ness: d happy that you pointed it out yeah: d and, i shop only now when there ' a s sale, or when friend a of mine shop wants to. i do more window shopping. .. </s> awww. .. that is you on avatar your? you ' re such a cute and smart girl little! have you wisdom far age beyond your! 👅 </s> on the based <mbti> whom i ' in m ldr an with: showed he it through actions for a few months, but i was sure never and assumed that never it was something else until told he me it about. he wanted to. .. </s> Does * a j high five vacations * with my always family leave stressed me because my parents, who are both strong perceivers, never plan the trip. we were in a 10 hour bus ride for a 3 - day vacation. .. </s> i with agree this. sometimes i want to tear my hair from out the all and moaning for whining. the past two weeks i ' been listening ve to my friend going <mbti> on and on about how one coworker keeps. .. </s> , imho i think that more has to do with the guy being a jerk than the guy being <mbti> an: - / sorry you had to go through that: (but i ' m glad you got away from. him:) but i do see your point about. .. </s> i ' m confused as to why you would want to be relationship in a with someone who will no pushing problem have you away when stress gets to too him much and not does consider you priority a. , yeah. .. </s> dear <mbti>, my dormmates said they my like cooking i. ' ve been practicing a since lot i moved here. i only wish could i be to able for cook you too, but i have to year wait a see to again you. ... </s> ' I m guessing ' it s because either questions your are similar to those women asked by in that age bracket (according some to sources: p) or he checked just your profile p picture: </s> maybe it also has to do fact with that the i really never liked buying clothes. too many. choices i ' m the girl a who enters shop, on tries, something leaves and without buying anything 9 times out of. .."
"i will next time! sorry! how does not feeling worthy of someone correlate with the fear of being cheated on again? </s> i'm really sorry! i didn't think about it when i was typing. haha. he got therapy for a bit but stopped going, it may have been for financial reasons. i wanna see if he could get medicare to cover it... </s> he knows i have feelings for him. i think it's too soon for a letter of affection. i'm also 22 so lol. same but my post is super overwhelming lol </s> it has crossed my mind but i am afraid if i do it too soon that it would scare him away or have him become distant </s> i am sorry that it's overwhelming to read. i know. he told me i reminded him of his ex before he started having feelings for me, so idk if that changes anything. i think he meant it in an artistic... </s> i don't know if i'm officially friendzoned yet. but i'm not giving up on him! </s> hello. this is going to be just...reckless babble...because i am so overwhelmed by uncertainty and unknowns that it's hard for me to articulate this in a relaxed manner. some things may be...'"	"0"	"0"	"1"	"1"	"0"	"i will next time! sorry! does how not feeling of correlate worthy with the fear someone of being cheated again on? </s> i ' m really! i sorry didn ' t think about it when i was typing. haha. he therapy got for bit a but, stopped it going may have been for reasons financial. i wanna see he if get could medicare to cover it. .. </s> he knows i have feelings him for. i it s think ' soon too for of a letter affection. ' i m 22 also so lol same. but my post is super overwhelming lol </s> has it crossed my but mind am i afraid i if do it too soon that would it him scare away or have distant him become </s> i sorry am that it ' overwhelming s to read i. know he. told me i reminded him his of before started ex he having feelings for me, so idk if that changes anything. i he think meant it in artistic an. .. </s> don I ' if t know i ' m friendzoned officially. yet i but ' m not giving on up him! </s> hello. this is to going be just. . reckless babble. .. because i. am so overwhelmed by uncertainty and that unknowns it ' s hard for me to this articulate in a. relaxed manner some things may. be. . '"
"i am sorry that you are going through this ... please be patient and continue to communicate. to communicate, means that you will be frank but exposure your vulnerability to your partner. the... </s> really, a mature and content <mbti>, who endured darkness of the past, who had seen sadness and despair, but still chose to forgive and love and embrace life.... i think this is priceless,... </s> this gives you an idea how calming <mbti> is: <url> one suggestion for career, and this is pretty much my <mbti> partner's strategy and not from me: if you don't like your current job, but you don't have a better offer, don't quit it and jump... </s> it seems to me that the biggest problem of her, is that she didn't know how to say no. this is very very common for <mbti>. we got involved in relationships that we didn't really want, or we are... </s> my situation is actually different from relationship textbook, i think. what works for me is the <mbti> style passive-aggressiveness..., angry and dark, about to retreating to a cave..... it hurts... </s> i have an analogy: in an ideal universe, <mbti> wants to build a network, with his/her so in the center, and everyone else connected with him/her harmoniously, and his/her so is the most... </s> ahhhh, i need to grab my <mbti> to read this !!!! but i already know what he would say : hmmm, nice theory! don't ever think that you can chat with guys like before, no way😆 </s> i was wondering how your interactions/affection is distinguished with your so how do you make your so feel special despite your very outgoing/intimate nature? how do you reassure your so? how do you... </s> we are attracted to broken soul, aren't we? sounds like her relationship with you is quite new. for an <mbti> to think through all scenerios and make decision, you probably would expect a time... </s> thank you and i understand what to shoot for now. one more detail: when you say passively, i would picture this scenerio: i bring you a book/story that i internally find interesting to share, ... </s> how do you want to be cared for / supported when you are sick? especially what do i need to pay attention to as a more extravorted partner? hugs is not an option for us since we are long..."	"0"	"0"	"1"	"1"	"0"	"i am sorry that you are going this through. .. be please patient and continue to communicate. to communicate, means you that be will frank your but exposure your vulnerability partner to the. ... </s> really a, and mature <mbti> content, who endured of darkness the past, who seen had and sadness despair, but chose still to forgive and love and life embrace. .. . i is think this priceless, ... </s> this gives you an idea how calming <mbti> is: <url one> suggestion for career, this and is much pretty my <mbti> partner ' s strategy and not from me: if don you ' t like your current, job but don you ' t have better offer a, don ' t it quit and. jump.. </s> seems it to me that the problem biggest of her, is she that didn ' know t how say to no. this is very very common for <mbti>. we involved got in relationships we that didn ' t really want, or we are. .. </s> my situation is from actually different relationship textbook, i think. works what for is me <mbti> style the passive - aggressiveness. .. , and angry, dark about to retreating cave to a. .. .. it hurts. .. </s> Have I an: analogy in an universe ideal, <mbti> wants to build a network with, his / so her the in center, and everyone with else connected him / her harmoniously, his and / her so the is most. .. </s> ahhhh, i need to grab <mbti> to my read this! !! ! but i already what he know say: would hmmm, theory nice! don ' t ever think that you can with chat guys like, before no 😆 way </s> i how was wondering interactions your / affection is distinguished with your how so do you your make so feel special your despite outgoing very / nature intimate? how do reassure your you so? how do you. .. </s> we are attracted to broken soul, aren ' t we? sounds like her relationship with you is new quite for an. <mbti> think to all through and scenerios decision make, probably you expect would time a. .. </s> thank you and understand what i to shoot for now. one detail more: when say you passively, i would picture this scenerio: bring you i a book / story i internally that find interesting to share, ... </s> How do you be want to for cared / supported when are you? sick especially what do i need to attention pay to a as extravorted more partner? hugs is not an option for us since we are long. .."
"'yeah, there's time i go to big gatherings with people my <mbti> don't know by myself. now family gatherings are ok. but not gathers were they don't know anyone. i'm a low extravert so don't go out... </s> i use to get a lot of mix music tapes and still get lots of cds with mix music. maybe i'm being picky on what is romantic. never thought of that until now. hmm...you gave me something to think... </s> after reading the links laeona posted, i realize how far my <mbti> and i've come. (come may 2017 we'll have been together for 18 years.) is our relationship perfect? hell no! but do we love each... </s> i'm going on 18 years come may 2017 with my <mbti>. for the most part, we don't argue. if we do, it's usually because of miscommunication. my <mbti> can be insensitive with feelings at times but... </s> wow! great stuff! thanks! </s> thank you for your response. i've accomplished a lot in life, so i don't think it's that. as for regrets, the only regret i have in life is that i didn't date more infps before settling down. ... </s> <mbti> not responding to text since december 18th. she does have a tendency to go long periods without talking but not going without checking her messages. she claims she is a high empath. the last... </s> how come i, an <mbti>, feel understood by infps but so misunderstood by istjs yet find myself attracted to both? </s> hello infps. missing my <mbti> friend to talk to. i'm feeling bum about turning 40 this year. any ideas what i should do for it and/or how to get over this bum feeling? </s> infps rock too! ;) </s> nfjs are intimacy junkies. doing things for us is great but what really turns us on is playful banter, creativity in the bedroom, lots of emotional attention (make her feel desirable by desiring her... </s> well said! and, yes, both definitely need to be healthy. i think that is true for all relationships though. just so you know, not all <mbti>/<mbti> compatibility are created equal. i know several..."	"0"	"0"	"1"	"1"	"0"	"' yeah, there ' s time i to go big gatherings with my people <mbti> don ' know t by myself. family now gatherings are ok. not but gathers were don they ' know t anyone. i ' m a low extravert so don ' go t out. .. </s> i use to get lot a of and mix music tapes still get of lots cds mix with music. maybe i ' m picky being what on romantic is. never thought of until that now. hmm. .. you gave me something to think. .. </s> after the reading laeona links posted, i realize my how far <mbti> and i ' ve come. (come may 2017 ll we ' have together been 18 for years.) is our relationship perfect hell? no but! do we love each. .. </s> ' I m going on 18 come years 2017 with may my <mbti>. the for most part, we don ' argue t. if we do it, ' s usually because miscommunication of. my <mbti> can be insensitive with feelings at times but. .. </s> ! wow stuff great! ! thanks </s> you thank for your response. i ' ve accomplished lot a life in, i so don ' t think it ' s that. as for regrets, the only regret i in life have that is i didn ' t date before more infps settling. down. .. </s> <mbti> responding not to text since december. 18th does she have a tendency to go long without periods talking but going not without checking messages her. she she claims is high a empath. last the. .. </s> come how i, an <mbti>, feel understood infps by but misunderstood so istjs by find yet myself attracted? to both </s> infps hello. missing <mbti> my friend to talk to. i ' m bum about turning feeling 40 this. year any ideas what i should do for and it / how or get to over this bum? feeling </s> infps rock too! ; ) </s> nfjs junkies are intimacy. doing things for us is great but what turns really us playful on banter is, creativity in the, bedroom lots emotional of attention (make her feel desirable by desiring her. .. </s> well said and! , yes, definitely both need to healthy be. that i is think true relationships for all though. so just you know, not all <mbti> / <mbti> compatibility are created equal. i several know. .."
"<url> in some aspects, unpredictable in others. predictable because i tend to keep my preferences and habits. foods that i like, songs that i like or movies that i like tend to remain... </s> i love to read. i tend to stick to the authors i like though. i like reading murakami books, harry potter series, graphic novels and manga, sherlock holmes and other detective novels and all poems... </s> hi guys, it's my first time to post in this thread. :) my roommate is an <mbti> who has been in a relationship for almost 3 years now. initially, she said, the guy has been more forward and... </s> glad i can be of help :) those are really good insights about things to work on. :) you work in a customer service field?? wow, my first job was in the customer service field! :d </s> huh? sorry, i didn't get the joke. oh, i see. this is what i needed to hear, especially the part in bold. sometimes i don't like to tell other people about my opinions about other enfjs... </s> chill. all <mbti>'s are not the same--your boss may be different from each of us. i agree with and can relate to some of the things other enfjs say but that doesn't mean i agree with all. these 4... </s> aww, thank you for the advice. :) yes, i actually thought about not saying anything, given that i don't want to cause any possible conflict over something so small. i actually felt like i was... </s> wow. i'm uncomfortable with pda, so when my <mbti> and i were together with friends, we basically act like friends. we don't even hold hands. although for me, it's quite obvious that i'm the girlfriend... </s> i've started watching the tv shows my <mbti> recommended, and they're really entertaining and informative: good eats (which applies chemistry concepts to food in an entertaining way), who's line is it... </s> first, what is your personality type? <mbti> did your relationship with <mbti> end? or, are you still together? still together. a few bumps in the road, but hopefully we'll manage. what have... </s> ^ 28,000 and i'm 27, bilingual and english is not my native language (learned it in school though, and all my subjects are taught in english).'"	"0"	"0"	"1"	"1"	"0"	"<> url in, some aspects in unpredictable others. predictable i because keep tend to my preferences and. habits foods that like i, songs that i like or movies that like i tend to remain. .. </s> I to love read. i tend to stick to the authors i like though. like reading i books murakami, harry potter, graphic series novels and manga, sherlock holmes and other detective novels and all poems. .. </s> guys, hi it ' my s first to time post in thread this. :) my roommate is an <mbti> who has been in a almost relationship for 3 now years. initially, she said, the has guy been forward more and. .. </s> I can glad of be help:) those are really good about insights things to work on. :) in you work customer a service field? ?, wow first my job was the in customer service field! : d </s> huh sorry? , i didn ' t get the joke. oh, see i. is this what needed i to hear, the especially part in. bold sometimes don i ' t to like tell other people about my opinions about other enfjs. .. </s> chill. all <mbti> ' s not are same the - - boss your may different be from of each us. agree i with and can relate to some of the other things enfjs say that but doesn ' mean t i agree with all. these. 4.. </s> aww, for thank you the advice. :) yes, i actually thought not about saying anything, given that i don ' t want cause to any over possible conflict something so. small actually i like felt was i. .. </s> wow. i ' m uncomfortable with, pda so when <mbti> my i were and together friends with, we act basically like friends. don we ' t even hold hands. although for me, it ' s quite obvious that i m the girlfriend '. .. </s> ve I ' watching the started shows tv my <mbti> recommended and, they ' re really entertaining informative and: good eats (which applies chemistry to food concepts in entertaining an way ), who ' s line is it. .. </s> first, what is personality your type? <mbti> did relationship your <mbti> with end? or, are you still together still? together. few a in bumps the, but road we hopefully ' ll manage. have what. .. </s> ^ 28, and 000 i ' m 27, bilingual english not and is my language native (it learned in school, and though all subjects my taught are in english ). '"
"hahahah! so true! :) </s> *steepled mr. burns fingers* eeexxcellent..... </s> my sister informs me that i had the chilly irascibility of an <mbti> and the temper of an <mbti>. i'm a hideous chimera. good times. :d </s> scottish, welsh, norman french and hessian on my mother's side. scottish and cherokee indian on my father's. </s> good god. </s> it's like a vulcan mindmeld for me -- uncontrollable merging. the other person is mutually attracted, but usually terrified of me. or some emotional pyro with a masochistic bent who wants to go... </s> i like the term 'rape-y'. it sounds <mbti>. lol </s> c'mon over to the dark side. the villains are cooler anyway. *laughs* :d </s> yes. yes. so true. i don't have the option of *not feeling*, so people gotta get out of my way. </s> my anger manifests itself first in minor irritation, some pointed remarks. i try to get it under control, because that's part of being an adult and handling yourself responsibly, so what i'm about to... </s> i like how this guy started a thread about forcing his love on us, and then gets banned. but we didn't even get to the roofie coladas! </s> xntps, generally. </s> yes, i have an affect, you might say. not on everyone, naturally, but it's difficult to not know i'm there, even when i'm silent. i'm in no way terrifically extroverted. i prefer to stand within a... </s> i love this thread because she said rad. awesome. </s> i know several <mbti> guys, but we've locked them in a closet for the safety of the world's womenfolk. </s> my past history included <mbti>, <mbti>, <mbti>, <mbti>, and <mbti>. i've been pursued by other types than those listed, but it was one-sided. i want an <mbti>. i like the ne-fe. </s> i'm glad you're enjoying yourself! </s> i have an <mbti> best friend!!! *hearts* i've had to explain to my <mbti> sister how her pain affects me. i take insults or bad treatment of my loved ones as personal insults, and i didn't realize i..."	"0"	"0"	"1"	"1"	"0"	"so hahahah true! !: ) </s> * mr. steepled burns * fingers. eeexxcellent. ... </s> my sister me informs i that had chilly of the irascibility an <mbti> and temper the of <mbti> an. ' i m hideous a chimera. times good. : d </s> , scottish welsh, french and hessian norman on my mother ' side s. and scottish indian cherokee my on father ' s. </s> God good. </s> ' it like s a vulcan for mindmeld me - - uncontrollable merging. the other person is mutually attracted, of but usually terrified me. or some emotional pyro a with masochistic bent who wants to. go.. </s> like I the term ' - rape ' y. sounds it <mbti> lol. </s> c ' to mon over the dark side. villains the are anyway cooler. * laughs *: d </s> yes. . yes so. true i ' t don have option the of * feeling not *, so gotta people out get of way my. </s> anger my itself manifests first in minor irritation, some pointed remarks. i to try get it under, control that because ' s of part being an adult handling yourself and responsibly, so what i ' m about to. .. </s> like I how this guy started thread a forcing his about love on us, and then gets. banned but didn we ' t even get! to the roofie coladas </s> generally xntps,. </s> yes i, have an affect you, say might. not on, everyone naturally, it but ' s difficult to not know i ' m there, i even when ' m silent. i ' in m no way terrifically. extroverted i prefer to stand a within. .. </s> i this love thread because said she. rad. awesome </s> know I <mbti> several, guys we but ' ve locked them a closet in for safety the the of world ' s womenfolk. </s> my past history included <mbti>, <mbti>, <mbti>, <mbti>, and <mbti>. i ' ve pursued been by types than other listed those, it but one was - sided. i want an <mbti>. i like ne the fe -. </s> ' I m you glad ' re yourself enjoying! </s> have I an <mbti> best friend! !! hearts * * i ' ve had explain to to my <mbti> sister how her affects pain me. take i insults or bad treatment of loved my ones as personal insults and, didn i ' realize t i. .."
"i would answer your question with... yes, but it depends. ha. but in the content of your context provided... i would have to lean more toward the he's prob being friendly. when i was in college,... </s> lol, as i was reading this i was thinking.. pshhh. isn't this the pot calling the kettle black?? but you redeemed yourself in the last line. haha. ;) </s> oooooo same.... uck. there are two rules that i try to abide by if i know it's going to be a late night. 1) one drink an hour rule. this one helps me keep my composure, considering the fact that... </s> ahh yeah -- i have two very close <mbti>'s in my life (one male, one female). when i first met them, i was drawn to each of them and we immediately clicked with an elevated level of understanding that... </s> left of the center. although i seriously believe the issues that are important to me are non-partisan... unfortunately there's a tendency for things to naturally get politicized even if they affect... </s> so i read this article today: 9 people you become when you're drunk ---- super hilarious btw. and indeed, i'm definitely not all of these when i'm drunk, and i may have a higher affinity toward... </s> i'm guilty as charged for doing this.... but only after long drawn out emotional turmoil and consistently getting burned by the hot potato at hand. like the responses above me, i do keep a wide... </s> locally made, eco-friendly, reclaimed wooden earrings. =) 50493 </s> ahh i'm guilty as charged for joining the meetup and not (yet) attending an event. you're about an hour away - so not that far, but just out of the way enough to make it difficult to fit in my... </s> good question! you know, i never even really thought of it myself until this very moment. there are things that i 'notice' first that catches my eye... but then there are other things that draw... </s> i guess i'd just like to echo what's already been articulated in this tread by everyone else... personally, i tend to internalize criticism, whether it's constructive or destructive. outwardly... </s> this thread is hilarious btw! love love love reading through these posts. in all of the recent threads that i've been able to briefly read through, i feel like <mbti>'s are quite good at...'"	"0"	"0"	"1"	"1"	"0"	"i answer would your with question. .. yes but, it. depends ha but. in the content your of context provided. .. i would have to lean toward more he the ' s prob friendly being. when i was college in, ... </s> lol, was as i this reading i was. thinking. pshhh. isn ' t the pot this calling the kettle black? ? you but redeemed in yourself the last line. haha. ; ) </s> oooooo same. .. . uck. are there two that rules i try to abide if by know i it s ' going to be a late night. 1) one drink an hour rule. this me one keep helps my composure, considering the fact that. .. </s> ahh yeah - - i have two very close <mbti> s ' in my (life one male one, female ). when i met first them, was i drawn to each of and them immediately we clicked with an elevated of level understanding that. .. </s> left of the center. although seriously i believe issues that the important are me are to non - partisan. .. unfortunately there ' s a tendency for to things naturally get politicized if even they affect. .. </s> so read i this today article: 9 people you become when you ' re - drunk - - super - hilarious btw. and indeed i, ' m definitely not of these all when i ' drunk m, and i may have a affinity higher. toward.. </s> i ' m as guilty charged for doing. this. .. but only long after drawn out emotional turmoil consistently and getting by burned the hot potato at. hand like the above responses me, i do keep wide a. .. </s> locally, made eco friendly -, reclaimed earrings wooden. =) 50493 </s> ahh ' i m guilty as charged for joining the and meetup (yet not) attending an event. you ' re about hour an away - not so that far, but just of out way the enough to it make to difficult fit in my. .. </s> Question good! you know, i never really even thought it of myself until this moment very. there are things i that ' ' notice first that catches my eye. .. but then there are other things that draw. .. </s> i guess i ' just d to like echo what ' already been s articulated in tread this by everyone else. .. personally, tend i to internalize, criticism it whether ' s constructive or destructive. outwardly. .. </s> Thread this is hilarious! btw love love love reading through posts these. in of all the threads recent that i ' been ve able to briefly through read, like i feel <mbti> ' are s quite good at. .. '"
"haha, my example isn't real, and i'm a pc gal. i reminded once, and two weeks later my friend promised me he'd get back to me in the next week or so. he said that on his own accord, without me even... </s> let's say a friend asked for your help. for example, you know a lot about electronics, and a friend asked you to help pick out a computer. you keep saying you'll send them a list of models that are... </s> if you promised something but then didn't deliver, what could be the reason? </s> i apologize if i'm intruding in the <mbti> thread, but wouldn't it be fair to say that you also want him less than your freedom of not having kids and being married? i'm not saying this is right or... </s> parenting is hard... </s> i don't really know how to answer this and also there may be a multitude of reasons. i generally like knowing how people close to me are doing. then i can offer support or simply make them feel good... </s> yes, i want to be updated. your second question is harder - what do you mean by care a lot? you don't have to be my #1 person for me to want to be updated on your life. for example, here is my... </s> i love to cook, but i detest cleaning the house. my house is messy, but our dinners and especially desserts are always good :). i was going to offer to cook for you if you could clean my house, but... </s> after more info i agree - he may be not sure of what to do next. perhaps, he needs more time to figure out his own feelings. </s> not important at all, i just don't want to be annoying. i may ask about it next time i see him. </s> i finally did it. didn't say annoying but did mention friendship. the whole day passed before i got a response. i offered to meet again after one of his half days (the next one is in june, and... </s> sounds great, considering everything else you wrote about her after this statement. </s> i would say that he is not interested. sorry, maybe it's not what you hope to hear, but here's my thinking: maybe he got embarrassed by your compliment, but it's not hard for <mbti> to understand what..."	"0"	"0"	"1"	"1"	"0"	"haha, my example isn ' real t, and i ' m a pc gal. reminded i once, and two weeks later my friend promised he ' me d get back to the me next in week or so he. that said on his accord own, without me even. .. </s> let ' s say friend a asked for your. help for example, you know lot a about electronics, a and friend asked to you help pick out a computer you. keep saying you ll ' send them a list models of that are. .. </s> if promised you something but didn then deliver ' t, what could be the reason? </s> apologize I i if ' m in intruding the <mbti> thread, but wouldn ' t it be fair to say that you also want him less your than freedom not of having kids being and married? i ' not m saying this right is or. .. </s> is hard parenting. .. </s> don ' I t really how know to answer this and also there be may a multitude of reasons. i generally like knowing people how to close me are doing. i then offer can support simply or them make feel good. .. </s> yes, i to want be updated. your second is question harder - do you mean what by care a lot? don you ' t have to be my # 1 person for me to want updated to be your on life for. example, here is my. .. </s> love I to cook, but i cleaning detest the house. my is house messy, but our dinners and are especially desserts always good: ). i going was to to offer cook for you could if you clean my house, . but.. </s> after more info agree i - he may be not sure what of to next do. perhaps he, more needs figure time to out his feelings. own </s> not important at all, just i don ' t want be to. annoying about i may ask it next time i see him. </s> i finally did it. didn ' t say annoying but did mention friendship the. whole passed day before got a i response. i offered meet to after again one of his half the days (next is in one june, and. .. </s> sounds great, considering else everything you about wrote after her this statement. </s> would I say that he is not interested. sorry, maybe ' it s not what you to hope hear but here, ' s thinking my: he maybe got embarrassed by your compliment, but it ' s not hard for <mbti> understand to what. .."
"i feel the same way as well. i am so grateful for the thread. </s> i will try. heh. he is not one who likes to be told what to do. heh. </s> this is the only reason i cry anymore as well. i do not cry much anymore. crying seems like a waste of energy to me. i rather think of a way to get rid of the emotions that make me feel discomfort by... </s> i suppose all i want is to accepted and for someone to take the time to understand how i work. i mean someone who really takes out time to truly get me and get to me. also, i would like for people to... </s> i recently learned that i do not like showing my emotions to anyone unless i trust them. i should add that i do not trust remotely anyone as of now. specifically, i have had a horrible experience... </s> was she emotional prior to being open to logical solutions? i have anxiety, so i overthink most things-especially negative things. i withdraw and i analyze how i responded, how i should responded,... </s> no. i think i like to control others at times. i have been called controlling. typically, when such event happens, i try to control that aspect of myself ironically. actually, an <mbti> called me... </s> i have an <mbti> or <mbti> friend that calms me. i like being around him. it is calming and nice, and i feel like i do not have to adopt his characteristics as much as i do with other people to obtain... </s> i work with an <mbti>, and it is wonderful. i like how we work independently. i do not like when people tell me how to exactly do my job, or when someone hovers over my shoulder. i like to have freedom... </s> i am an <mbti>. i have a tendency to do this as well. i was told by my roommate that asking why is childish. i find my inquisitveness quite charming. </s> he is in his mid 20s. he has gone off on the tangent in the conversation at times. the weird thing is i observe him giving information to me. but he only gives the information that he feels will... </s> o positive. </s> interesting. thanks for the insight mate. </s> i am not an <mbti>. but i find that my thoughts are always in constant motion. i will admit it is overwhelming at times. it is mostly like that when i am around people and when i am stressed. my...'"	"0"	"0"	"1"	"1"	"0"	"feel I the same way as well. i grateful am so for thread. the </s> i will. try. heh is he one not who likes to be told to do what. . heh </s> this is the only reason cry i anymore as well. i do not cry much anymore. crying seems like a waste of energy to me. i rather think a of to way get rid the emotions of that make feel me discomfort by. .. </s> i suppose all i is want to and accepted someone for to take time the to understand i how work. i mean someone who really takes out to time me truly get and me get to. also, i would like for people to. .. </s> i learned recently that do i not like my showing emotions to unless anyone i trust them. i add should that i trust do not anyone remotely as now of. specifically, i have had horrible a experience. .. </s> She was prior being emotional to open to solutions logical? i have anxiety, i so overthink most things - especially negative things. withdraw i and i how analyze i responded, how i should responded, ... </s> . no i think i like to control others at times. have i called been controlling typically. , when such event happens, try i control to of that aspect myself ironically. actually an, <mbti> me called. .. </s> i have an <mbti> <mbti> or friend that calms me. i like being around him. it is and nice calming, and i feel i like do not have to adopt his characteristics as much i as do other with to obtain people. .. </s> work I with an <mbti>, and it wonderful is. i like how we independently work. i do when not like people tell me how to exactly my do, job when or someone hovers over my shoulder i. like have to freedom. .. </s> i an am <mbti>. i have a tendency to this do as well. i was told my by roommate that asking is why childish. my find i inquisitveness charming quite. </s> he in is mid his 20s. he off has gone on the in tangent the conversation at times. the weird thing is observe i him information giving to me. but only he gives information the that he feels. will.. </s> positive o. </s> . interesting for thanks the mate insight. </s> i am an not <mbti>. but i find that my are thoughts always constant in motion. i will admit it is at overwhelming times. it is mostly like when i that am people around and when i am stressed. . my. . '"
"since i have sensitive hearing and can get distracted easily - complete silence is what i need when thinking. </s> lol. my bad xd. it depends on the context. like, if the person is someone i know but don't see often perhaps through a friend of a friend situation, or someone i like then i would find them a... </s> very important. understanding how someone feels can help me understand why they have certain behaviours. listen to them. when they are talking i think what it might be like to be in their shoes.... </s> something's not quite right with me at the moment and i'm not sure what it is.... i should be happy but i'm not.... i should be gratfeul but instead i'm just fed up.... i just a need a... </s> i used to have a terrible time getting to sleep and staying asleep a few years ago. now i would my sleep is a little more 'normal'. however for the past few days i have had trouble staying asleep and... </s> ooooh i love stuff like this! thanks jaws! 21,200 better than i thought :) considering i don't read as much as should. </s> that was definitely my attitude also. just show me how to do something and i learn it - that's it. i didn't really things like number problem solving such as number sequences, finding formulas or... </s> i live in england and i more or less can i identify with every point. i have a cousin who is the same as as me and when we turned 24/25 it felt a bit stranger than the other ages. people always say... </s> the only aspect of maths i did and still do struggle with is arithmetic maths. i really find it difficult to work things out in my head. i'm a visual learner and so even if it is a really simple... </s> although i'm not very good at receiving hugs i definitely could do with one when at my lowest. what that said, when it comes to family i don't expect hugs and i no longer feel disappointed when i do... </s> i have mixed feeling about hugs. like, i absolutely love giving them to adults and children but feel more awkward when i receive them. i love hugging adults especially my male friends (in a jokey... </s> i think the problem is sometimes patience. as jaws said as an <mbti> i'm generally good with sticking to plans. in fact, i'm constantly being told how extremely motivated and determined i am to the..."	"0"	"0"	"1"	"1"	"0"	"since i sensitive have and hearing get distracted can easily - complete silence what is i when need thinking. </s> lol. my bad xd. depends it the on context. like if, the person is i someone know don but ' t see often perhaps a of through friend a friend situation, or i someone then like i would find them a. .. </s> Important very. understanding someone feels how can me help understand why they certain have behaviours. listen to them. when they talking are i what think might it be to like be their in shoes. ... </s> something ' not quite s right with at me the moment i and ' m not sure what it is. .. . should i be happy but i ' m not. .. . i should be but gratfeul i instead ' just m fed up. .. i. just a a need. .. </s> i used to have a terrible time getting to sleep and staying a asleep years few. ago now would i my sleep a is little more ' normal '. for however the days past few i had have trouble asleep staying and. .. </s> love ooooh stuff i like this thanks! jaws! 21, than 200 i better thought:) considering don i ' read t as much as should. </s> was that definitely attitude my. also show just me how do to something and i learn it - that ' s it. i didn ' really t things number like problem solving such as number sequences finding, formulas or. .. </s> i live in england and i more or less can with i identify every point. i a cousin have who is the same as as and me when we turned 24 / 25 it felt a bit than stranger the other ages. people say always. .. </s> the only aspect maths did of i and still do with struggle is arithmetic maths. i really find it difficult to work things out in my head. i m ' a visual and learner so if it even is a really simple. .. </s> although i m ' not very good receiving at hugs i definitely could do one with when at my lowest. that what, said when it comes to family i don ' t expect hugs i no and longer feel disappointed i when do. .. </s> i mixed have feeling about hugs. like, i absolutely giving love them to and adults children but feel more awkward when i receive them. i love hugging adults especially my male friends (a in jokey. .. </s> i the think is sometimes problem patience. as jaws said as an <mbti> ' i m generally good with sticking plans to. fact in, i ' m constantly told being how extremely and motivated determined am to i the. .."
