"post"	"labels"	"I"	"N"	"F"	"P"	"post_augmented"
"<mbti> mine: doc holliday - tombstone (val kilmer) tony soprano - the sopranos (james gandolfini) chandler bing - friends (matthew perry) </s> greed, pride and lust. in that order. sent from my iphone 6 plus using tapatalk </s> 29 to about mid 50s for women. it helps that i'm approaching the upper end of that group. although i'll only be 40 in a few months. sent from my iphone 6 plus using tapatalk </s> team sports i'm getting away from. i still do watch the olympics (both versions) and mainly stick to the individual events but i'll watch hockey or basketball if either team is doing any good. as... </s> it's not worth killing yourself over other people's perceptions. i did that all throughout high school and almost quite literally did that in the process. after a while you learn that half the people... </s> aren't entps just extroverts who hate small talk? i know i am. sent from my iphone 6 plus using tapatalk </s> i'm <mbti> and i don't follow sports near like i used to. getting to where i can't sit through a whole game anymore. i'm becoming more bored with it, whereas before you couldn't tear me away from a... </s> think jon stewart and colbert (or at least colbert's 'persona' on the show) are <mbti>? i'd say hillary clinton is an <mbti> while bill is probably more <mbti> or <mbti>. obama is a definite <mbti>, the man... </s> <mbti> probably someone like jack nicholson. that's the closest i can think of. sent from my iphone 6 plus using tapatalk </s> he is an acquired taste, but i do like his work (blood on the tracks, especially). sent from my iphone 6 plus using tapatalk </s> self explanatory question. when you think a certain type, what celebrity immediately comes to mind? like when i think <mbti>, i think adam savage or bill maher. <mbti> probably someone like amanda..."	"5"	"0"	"0"	"1"	"1"	"[UNK] cast : lori holliday - tombstone ( val kilmer ) tony soprano - the sopranos ( james gandolfini ) chandler bing - tombstone ( matthew perry ) </s> greed, pride and lust. in that instant. sent from my cell 6 plus using tapatalk </s> 29 to about mid 50s for women. it helps that i ' m approaching that upper end of our group. although i ' ll only be 40 in a few months. sent from my iphone 6 plus using tapatalk </s> team sports i ' m moving away from. i still do watch our olympics ( all versions ) and mainly stick to the individual events but i ' ll watch hockey or basketball if either event is doing any good. as... </s> it ' s not worth killing yourself over other people ' s perceptions. i did that all through high school and almost quite literally did that in the process. consider this while you learn that half the people... </s> aren ' tt entps just extroverts who hate to talk? i suppose i am. reading from my iphone 6 plus using tapatalk </s> i ' m [UNK] and i don ' t follow sports near like i used to. getting to know we can ' t sit through a whole game anymore. i ' m becoming quite bored by it, whereas before she couldn ' t tear me away from a... </s> think that kennedy and colbert ( or at least colbert ' s ' persona ' on the show ) are [UNK]? i ' d imagine hillary clinton is an [UNK] while bill is probably more [UNK] or [UNK]. obama is a definite [UNK], the man... </s> [UNK] probably someone like jack nicholson. he ' s the closest i can think of. sent over my iphone to plus using tapatalk </s> he is an interesting taste, but i rather like his work ( blood from the tracks, especially ). sent from my iphone 6 app using tapatalk </s> an explanatory question. whenever you ask a certain type, what celebrity immediately comes to mind? like when i said [UNK], i think adam savage or bill maher. [UNK] probably someone like him..."
"if you like oitnb and south park, you might like desperate housewives. it's a mostly female dramedy like oitnb, and the comedy is usually dark and satirical, like south park (although it gets lighter... </s> crazy by 4minute (the snare drum ;-;) and clockwork by boa. </s> excuse me, i think i know heather a little bit better than you do! if she was gonna slit her wrists, the knife would be spotless. - heathers. also: i must say, i was impressed to see that she made... </s> i really, really wish i could 'get' screamo. :< it's not because i haven't given it a shot. i don't know what it is. i just can't enjoy it. i wanna say it's because it seems like it tries too hard to... </s> congrats!:d </s> 9w1-7w6-3w2also known as, i'm going to tell a bunch of offensive jokes and run as soon as somebody gets offended, but not too quickly or they'll think i'm weak.tends to be dead inside; eats a lot.... </s> <url> excuse me, i think i know heather a little bit better than you do. if she was gonna slit her wrists, the knife would be spotless. </s> who knew that i would soon have the most distracting theme of all time </s> <url>]]no </s> it is normal for bitches to take a rest partway through delivery omg 😆 </s> <url> 3:52 they all want to laugh so bad </s> <url> his name is snart </s> i hope this was funnier when i posted it. ;a; </s> in hawaii i went to swim with dolphins and i was the only one in my group that got stuck with this trainwreck. :( i tried tickling her stomach and she pulled out a rape whistle. </s> <url> a very very heavy, uh... heavy durr... burtation tonight. we had a very dares... dareson... bite let's go head, terresh taysian discyuhbleh </s> i personally believe that </s> has anyone really been far even as decided to use even go want to do look more like? </s> lol. i wish. i remember 'they be inclined bunch of colors' being something on perc, but i don't remember who said it, where it was from, or what the context was. this is gonna bug me now...."	"5"	"0"	"0"	"1"	"1"	"if you like oitnb and north park, you might like desperate housewives. it ' s a mostly female show like oitnb, and the ending is usually dark and light, like south park ( although it gets lighter... </s> crazy by 4minute ( or snare drum ; - ; ) and clockwork that night. </s> excuse me, i think i trust heather a little bit better than you do! if she was able slit her neck, the knife would be spotless. - heathers. also : i will say, i was impressed to see that she made... </s> and really, desperately wish i couldn ' get ' him. : < it ' t just because i hadn ' t given it a shot. i don ' t know what it is. i just can ' t enjoy it. i wanna say it ' s because it seems like it tries too hard to... </s> congrats! : [UNK] </s> 9w1 - 7w6 - 3w2also known as, i ' m ready ta tell a bunch of offensive jokes and run as quickly as somebody gets offended, and not too quickly or they ' ll think i ' m weak. tends to be tough inside ; eats a bit.... </s> < url > excuse me, i think they know heather a little bit better than you do. unless i was gonna slit her throat, the knife would be spotless. </s> he knew that i would soon have that most distracting theme of all time </s> < ref > ] ] no </s> it is normal for bitches to take a nap partway through this omg [UNK] </s> < url > 3 : 52 they all want to laugh too much </s> < url > his surname is snart </s> and hope this was funnier when i posted it. ;... ; </s> in hawaii i wanted to swim with you and i was the only one in my group that got stuck with this trainwreck. : ( i tried tickling her cheek and it pulled off a rape whistle. </s> < url > not very real romantic, but... and durr... burtation tonight. we are a very dares... dareson... bite let ' s go head, terresh taysian discyuhbleh </s> i personally believe that </s> has anyone really ever and even as decided to use even go want to do look more like? </s> lol. i wish. i remember ' they be inclined bunch of colors ' being something on youtube, but i shouldn ' t care who said it, where it come from, or what the context was. this really gonna bug me now...."
"a lot of what i wanted to say, wild already put into words pretty nicely. thanks for some of your kind words, but i will dare disagree on the excerpt above. the most growing, best paid, most job... </s> to be honest, the only thing that i can think of that you can do for anyone but yourself is for your younger brother. make sure he's okay, and that he doesn't let your psycho brother affect him to..."	"5"	"0"	"0"	"1"	"1"	"a lot of as i wanted to say, wild is put into words pretty nicely. thanks for some of your choice words, but i will dare disagree on the excerpt above. the most growing, best paid, paying job... </s> to be honest, there only thing that i can think of that you can do for anyone but yourself is for your younger brother. make certain he ' s okay, and that someone doesn ' t let your psycho brother hurt him to..."
"i know i'm way, way late to the party but i definitely think <mbti>'s are predisposed to have leftist leanings. of the three <mbti>'s i've known, all had socialist sympathies. </s> okay, well you've been here about five months longer than me so no point in being rude, it's really not necessary. </s> says it all in the title. personally, most of the girls i ever liked were either <mbti>'s or <mbti>'s. now that i think about that, it's a pretty big difference but c'est la vie. </s> 1. dom or aux fe 2. perceiver 3. ti in a lower position 4. ne 5. ne or se (still have difficulty being able to tell those two apart) overall, i'd probably say <mbti> 1. unless i'm really,... </s> you debate with your <mbti> friend for two hours about whether a tattoo artist's expression of themselves on somebody else's body is metaphysical rape. i'm not kidding, the other night my <mbti> and... </s> type: <mbti> i unwind/relax by dancing, jamming out to my car playlist, watching netflix, grabbing coffee with friends, going on mini-adventures, taking a long, hot shower hobbies and activities... </s> thank god! i'm tired of seeing 16 personalities everywhere. every time i hear somebody say they got their mbti type off of 16 personalities, it makes my skin crawl a little bit; i've actually met a... </s> like other people had said, sounds like an <mbti>, maybe an <mbti> </s> runaround sue - dion </s> i actually have two questions: 1) do you often find yourself doing most of the giving in your relationships? 2) have your ni-ti loops ever negatively affected your relationships? </s> as a christian, it's encouraging to see that you've stayed committed to this thread for two years now. i admit that apologetics is not my strong suit and though i have not read through most of it,...'"	"5"	"0"	"0"	"1"	"1"	"i know i ' m way, way late to the party but i just think [UNK] ' s are predisposed to have leftist leanings. of the three [UNK] ' s i ' ve known, all had socialist intentions. </s> okay, if you ' have been here about five months longer than me so no point in being late, it ' s really not necessary. </s> say it all in the title. personally, most of the girls i ever met were either [UNK] ' s or [UNK] ' s. now that i think of that, it ' s no pretty big secret but c ' est la vie. </s> 1. dom or aux fe 2. perceiver 3rd. ti in a lower position 4. ne 5. ne or se ( still have difficulty being able to tell those letters apart ) overall, i ' d probably like [UNK] 1. unless i ' m wrong,... </s> you debate with your [UNK] friend for two hours about whether a tattoo artist ' s tattoos of themselves on somebody else ' s body is metaphysical rape. i ' im not kidding, the other night was [UNK] and... </s> type : [UNK] [UNK] unwind / relax by dancing, listening out to my car playlist, watching netflix, grabbing coffee for friends, going on side - adventures, getting a long, hot shower hobbies and activities... </s> thank god! i ' m tired of seeing multiple personalities everywhere. every time i hear somebody say they got their mbti type off with 16 personalities, it makes my skin crawl a wee bit ; i ' ve actually met a... </s> like other people had written, sounds like an [UNK], maybe an [UNK] </s> by sue - dion </s> i actually have two questions : 1 ) do you actually imagine yourself doing most of the giving in your relationship? 2 ) have those ni - ti loops ever negatively affected your relationships? </s> as a christian, it ' s encouraging to hear that you ' ve stayed committed to this thread for two years now. i admit that it is quite my special suit and though i could not read through most of it,... '"
"seems like lotsa other enfps love clothing because it's so easy and fun to express yourself that way... no matter how hard i try to dress 'normal', there's always something in my outfit that stands... </s> i tend to have a guy in tow (as you put it). i've gotten better about making sure they know we're just going to be friends though. it's partially because i'm most comfortable around guys and they're... </s> thanks guys. i'm pretty sure i'm an <mbti>. my mom is an <mbti>, and my whole family except my youngest three sibs (i have a lot) are ts. so maybe it's that i've been drenched in t-dom (esp te-dom) since... </s> just curious... i'm pretty sure i'm an <mbti> (long journey..) but my sis is adamant that i'm <mbti>. i confess this has some merit, so i'll ask you guys (actually mainly girls): -are they any... </s> *raises thread from the dead* right now i'm kinda lonely because i'm in an ldr and i feel like it's dying... i've been in love before but this is something different. i can tell it's going to be... </s> i'm now in my third year of debate; it's all just now coming together. it's partly as seamaid guessed, that i've improved at researching and knowing what i'm talking about. it seems like in... </s> i participate in debate tournaments, so my te is very well developed under those kinds of situations. (in real life or in real life discussion... my stupid 'illogical' fi takes over ;) ) when i... </s> having gone through something of a break-up with the person i love (not for the first time), i've noticed something interesting-- the happiness bubble effect. it seems that when i'm on a... </s> i say i feel the need to write, though usually i don't get around to writing what i invent. i need to channel my emotions into stories or i wilt and die away... on the other hand, i often feel a... </s> in real life i don't mind being called nice; compliments make my insides glowy and warm. :kitteh: (until i overanalyze them and decide they're just being 'nice'). in type descriptions, i find it..."	"5"	"0"	"0"	"1"	"1"	"seems like lotsa other enfps love clothing because it ' s so fun and fun to express yourself that day... the matter how hard i try to dress ' well ', there ' is always something in my outfit that changes... </s> i tend to have my guy in trouble ( as you put it ). we ' ve gotten better about making sure they see we ' re just going to be friends though. it ' s partially because i ' m most comfortable around guys and they ' ll... </s> thanks guys. i ' m pretty sure i ' m an [UNK]. my mom is a [UNK], and my only family except my youngest sister sibs ( i have a lot ) is ts. so maybe it ' s that i ' ve been drenched under e - shirts ( esp te - dom ) since... </s> and curious... i ' m pretty sure it ' m just [UNK] ( long journey.. ) but my sis is adamant that me ' m [UNK]. i confess this has some merit, so i ' ll ask you... ( actually mainly girls ) : - are there any... </s> * raises thread from the dead * right now i ' m kinda lonely because i ' m in an ldr but i feel like somebody ' s dying... we ' ve believed in love before but this is something different. i can tell it ' s going to be... </s> i ' re now in my third year of college ; it ' s all right now coming together. it ' ll partly as he guessed, that i ' ve improved by researching and knowing what i ' m talking about. it seems like in... </s> i participate in debate tournaments, so i te is very well developed under those kinds of situations. ( in real life or the real life discussion... my stupid ' illogical ' fi takes root ; ) ) [UNK] i... </s> having gone through something involving a break - up for the person i love ( not for the first time ), i ' ve noticed something interesting - - the happiness bubble effect. it appears that when ii ' m on stage... </s> i say i feel the need to write, though usually i don ' t get around to writing what i invent. they need to channel my anger towards stories where i wilt and die because... with the other hand, i often feel a... </s> in real life i don ' t mind someone called nice ; you make my insides glowy and melt. : kitteh : ( until i overanalyze them and decide they ' re just being ' good ' ). in type 2, i find it..."
"i'm not reading a book right now because i'm on summer break!! :d'"	"5"	"0"	"0"	"1"	"1"	"i ' m not in this book right then because i ' m on summer break!! : d '"
"i was thinking about joining the church. religion has always been a centerpiece of my life and i wish to be a man of god. people would be so much better off if god ruled their lives! ^--... </s> sorry to inconvenience you but i really need to talk about my feelings. </s> welcome to perc! so... what kind of underwear are you? </s> i am so curious now. what're the reasons? i mean, i don't want to pry but the curiosity is getting the better of me. are the reasons stupid or just more irrational than what you're used to? :p ... </s> well that is what i meant. like, if someone you just met does something that annoys you but you try not to judge or dismiss them too quickly because you like to keep an open mind about the person. ... </s> i'm going to go with subconscious interest/desire then. </s> it could be how the person acts or maybe has to do with intent. i find with some people, joking around and playing pranks on one other can seem perfectly innocent and playful. while with others the... </s> well, it's pretty clear what you think and how you feel about this person are at odds with one another. maybe you were struck with puppy love when you were around them and that let you overlook... </s> well then you have your answer. well, i guess it depends on how you tease and poke fun at others. when i do it or have someone to it to me, it's usually to poke at a person's vulnerability. ... </s> sure. i'm going by definitions. an egotistical person is someone who believes that they're better than others because of their own talents and abilities. it's an outward projection of who you... </s> topographical map: lab mbti approximation: **t* archetype: technician the test should probably be longer. </s> having an ego is just messing around and as long as it isn't too obnoxious then it's healthy self-esteem. having a huge ego because you feel threatened is bordering on narcissism and if left... </s> selling vacuum cleaners door-to-door? that sounds like selling to a bunch of lonely old people. if you like chatting it up with old people who probably haven't talked to a young person in years and... </s> logical tan and yellow. so what color is logical tan? it sounds like a made up color. second time around was yellow then orange."	"5"	"0"	"0"	"1"	"1"	"i was thinking about joining your church. religion has always seemed a centerpiece of my life and my wish to be a man of god. people will be so much happier off if god ruled their lives! ^ - -... </s> sorry to inconvenience you... i really need... talk about my feelings. </s> welcome to paradise! so... what kind of underwear do you? </s> i am so curious now. what ' re the reasons? i mean, they don ' t want to pry but the curiosity is weighing even better on me. are the reasons stupid or just more irrational than what you ' re used to? : p... </s> well that is what i meant. like, if someone you just met does something or upset people but then try not to judge or dismiss it too quickly because you like to keep an open mind about the person.... </s> i ' m on the go with subconscious interest / desire then. </s> it could be how the person acts or maybe has to do with intent. i find with some people, joking around and playing pranks on one other can seem both harmless and playful. while with others the... </s> well, it ' s pretty clear who you think and how you feel about this person are at odds with one another. maybe you was struck with puppy love when i were around them but that let you overlook... </s> well now you have your answer. well, i guess it depends on who you tease and poke fun at others. if i do it to have someone to it to me, it ' s usually to look at other person ' s vulnerability.... </s> sure. i ' m going with definitions. a egotistical person is someone who believes that they ' re better for others because of his own talents and abilities. it ' s an outward projection of who you... </s> topographical map : lab mbti approximation : * * t * archetype : technician this work should probably be finished. </s> having your ego is just messing around so as long as it isn ' t too obnoxious then there ' s healthy self - esteem. having a huge erection because you feel threatened is bordering on narcissism and they left... </s> with their cleaners door - on - door? this sounds like selling to a bunch of lonely old people. if you like chatting it up with old people who probably hadn ' t talked to a young person in years and... </s> logical tan and yellow. so what color is logical orange? it sounds like a made up color. second thing around was yellow then orange."
"i new to this and have become super obsessed with the mbti. i've been making eveyone i my life take it. lol😆'"	"5"	"0"	"0"	"1"	"1"	"i contributed to this and have become super obsessed with the mbti. i ' ve been the eveyone i my life take it. [UNK] '"
"he is the most amazing and different person i have ever been with.so smart and perceptive.he was kind yet dominant. private but a freak in the bedroom. quirky but level. as long as he wasn't mad or... </s> i new to this and have become super obsessed with the mbti. i've been making eveyone i my life take it. lol😆'"	"5"	"0"	"0"	"1"	"1"	"christian is the most beautiful and amazing person i have ever lived with. so smart yet perceptive. he was kind yet dominant. private but a gentleman in the bedroom. quirky but level. as long as he wasn ' t mad or... </s> i new to this and have become super busy with your mbti. i ' ve been making eveyone i my life take it. [UNK] '"
"riiight. i'm so scared!! </s> holy crap....i might reconsider👅 </s> so demanding...i don't respond well to demanding. i'll answer it when i want to 👅 </s> so would i have sex with the fireman who wants to do it doggy style or would i have sex with the person above me, as in you? </s> i am not an <mbti> but i feel i can relate to a lot of what you are saying...so i don't think it's just an <mbti> thing that you are prone to anxiety and depression. i don't believe that is based on... </s> hahahaha i completely agree with you on this. i last ate a chocolate fudge brownie...very tasty but not very satisfying. i'm quite hungry still. </s> not if they wanted to do doggy style. </s> i think that seems kind of degrading. sorry :-/ </s> my boyfriend is an <mbti> :-). also the happiest most up beat and peppy person i know is an <mbti>. </s> thank you. asian? hm never got that before. i have gotten mediterranean though. i am colombian. </s> bahahaha! </s> too much work. you can look at my picture on my profile if you are that curious. </s> i got that. no worries. </s> i wasn't. i was just pointing out you are not as grossed out by me as you pretend. </s> i know you think i'm gorgeous.😉 </s> that means...? i disgust you! or i'm killing you? </s> yes. but only because i am picturing a fireman. also, traditional style because i'm old fashioned like that.😉 </s> ok for men...<mbti>, <mbti>, <mbti>. women...<mbti> or <mbti>...<mbti>...<mbti> </s> if actually cared what some random <mbti> thought of me, based on some arbitrary list of attributes or opinions that have nothing to do with measuring or determining a persons intelligence. </s> hmm yes usually when people are mistreated or being disrespected i get very angry on that person's behalf...also when i feel as though i am being mistreated or disrespected. also events that are... </s> hahahaha this is great! my istx bf is very blunt and stoic and sometimes i can mistake this for him being mean but really he is not trying to hurt my feelings, it's just how he communicates. he has..."	"5"	"0"	"0"	"1"	"1"	"riiight. i ' m not stupid!! </s> this crap.... i might [UNK] </s> so demanding... i don ' t respond well to it. i ' ll answer it when i want... [UNK] </s> so should i have sex with the fireman who wants to take it doggy style or would i have sex with another person beside me, as in you? </s> i am not an [UNK] and i feel i can relate to a lot of what you are saying... so i don ' t think it ' s just an [UNK] thing that you are prone to anxiety and depression. and don ' t believe which is based on... </s> hahahaha i can agree with you on this. the last ate a chocolate fudge brownie... very tasty but nevertheless very satisfying. i ' m quite hungry still. </s> not if they wanted to do their style. </s> i know that seems kind of degrading. http : - / </s> my heart is an [UNK] : - ). also the happiest most up beat and peppy boyfriend i know is an [UNK]. </s> fuck you. asian? hm never got it right. i have gotten mediterranean though. i am colombian. </s> frs! </s> too much work. you can look at my pictures on my phone if you are that curious. </s> i got them. no worries. </s> i wasn ' t. i was just pointing out you are not as grossed out with him as you seem. </s> i know you think i ' m crazy. [UNK] </s> which means...? i disgust him! or i ' m killing you? </s> yes. but only when i am picturing a fireman. also, traditional style because i ' m old fashioned like them. [UNK] </s> stand for [UNK]... [UNK], [UNK], [UNK]. 。... [UNK] or [UNK]... [UNK]... [UNK] </s> if actually cared by someone random [UNK] thought of me, based on the arbitrary list of attributes or opinions that have nothing to do with measuring or determining the persons intelligence. </s> hmm yes usually when people are mistreated or being disrespected i get quite angry on that person ' s behalf... also when i feel as though i am being mistreated or disrespected. also when that are... </s> hahahaha this is great! my istx bf is so blunt but stoic and normally i can mistake this for him being mean but really he is not meant to hurt my emotions, it ' s just how one communicates. he has..."
"to my 7 year old self: 1.don't be so shy. take the opportunity to talk to ppl 2. enjoy your childhood while it lasts to myself 5 years time: 1. don't neglect high school grades 2. did you... </s> i help other people if they ask for help or seem like they need help. i ask for help when i need it. </s> hi and welcome to this site. i joined last month so i'm still quite new to this stuff too </s> i did the bottle flipping with a group of friends at school and my bottle actually landed without falling. all my friends were like oohhhhhhh </s> i've been in plenty of fights with my older brother when i was younger. we would always fight over toys and stupid stuff. sadly he usually won because he was older and stronger than me at the time.... </s> <url> i do remember arguing with my brother in public if that counts. we were at a restaurant.he let me use his phone for a bit so i could play games on there and i accidentally dropped it to the... </s> won't even rate myself because i don't give a fuck </s> accidentally putting a bag of chips in the fridge </s> summer ftw. i love swimming and going to the beach and not to mention summer break whooohooo </s> things like you're good at this </s> goodnight everyone!! </s> wish we could turn back time, to the good ol' days, when our momma sang us to sleep but now we're stressed out (oh). wish we could turn back time (oh), to the good ol' days (oh), when our momma... </s> i can't post either its really annoying </s> testing </s> ughhh this is sooo annoying im so mad </s> this is sooo annoying i really hope it gets fixed asap because i'm starting to get mad </s> ughhhh this is really annoying i hope they fix it ;-; </s> ughhh i'm having this problem too and my post count is stuck r.i.p </s> i'm getting this too it's so annoying i hope they fix it </s> i'm 12 but i still feel 8. i look way younger than 12. there's even girls now who are taller than me and everyone else looks just about their age. i don't want to be a teenager next year.. i'm not... </s> i'm playing a game on my phone </s> nice to meet you too </s> i have to charge my phone before going to bed it's a must and i don't really have anything next to my bed except a little lamp and an alarm clock"	"5"	"0"	"0"	"1"	"1"	"to my 6 year old self : 1. can ' t be too shy. take the opportunity to talk to ppl 2. enjoy your childhood when it belongs to myself 5 years time : 1. don ' t neglect high school grades 1. did you... </s> they help other people if they ask for help or seem like they need help. i ask for help when i get it. </s> hi... welcome to this site. i joined last month so i ' m still completely new to this stuff too </s> i watched the bottle flipping with a group of friends at school and my bottle actually landed after falling. all my friends were like... </s> i ' ve been in plenty of fights with my older brother when i were younger. we would always fight over toys and stupid stuff. sadly he finally won because he was bigger and stronger than me at the time.... </s> < url > i do remember arguing with my boyfriend in public as it counts. we were outside a restaurant. he let me use his phone for a bit so i could play games on there and i accidentally dropped it to the... </s> won ' t even call her because i don ' t give a fuck </s> accidentally putting a bag of chips in the fridge </s> summer ftw. you mean swimming or going to the beach and not to mention summer break whooohooo </s> things like you ' re good at this </s> by everyone!! </s> wish us could turn back time, to the good ol ' days, when our momma sang us to sleep but now we ' re stressed out ( oh ). wish we could turn back time ( ok ), to these dark ol ' days ( oh ), when our parents... </s> i can ' t post either its really... </s> । </s> so this is sooo annoying im so... </s> this is sooo annoying i really wish it gets fixed... because i ' m starting to get mad </s> if this is really annoying i hope they get it ; - ; </s> ughhh i ' m having another problem too and my post it is... r. i. p </s> i ' m like this too it ' s so annoying i hope they fix me </s> i ' m 12 but i still feel 8. i look even younger than 12. there ' s even girls now who are older than me and everyone who looks only about their age. i don ' t want to being a teenager next year.. i ' m not... </s> i ' m playing a game on my phone </s> nice to meet you too </s> i have to charge my laptop before going to bed it ' s a mess and i won ' t really have anything close to my bed except a little lamp and an alarm clock"
"i was thinking about joining the church. religion has always been a centerpiece of my life and i wish to be a man of god. people would be so much better off if god ruled their lives! ^--... </s> sorry to inconvenience you but i really need to talk about my feelings. </s> welcome to perc! so... what kind of underwear are you? </s> i am so curious now. what're the reasons? i mean, i don't want to pry but the curiosity is getting the better of me. are the reasons stupid or just more irrational than what you're used to? :p ... </s> well that is what i meant. like, if someone you just met does something that annoys you but you try not to judge or dismiss them too quickly because you like to keep an open mind about the person. ... </s> i'm going to go with subconscious interest/desire then. </s> it could be how the person acts or maybe has to do with intent. i find with some people, joking around and playing pranks on one other can seem perfectly innocent and playful. while with others the... </s> well, it's pretty clear what you think and how you feel about this person are at odds with one another. maybe you were struck with puppy love when you were around them and that let you overlook... </s> well then you have your answer. well, i guess it depends on how you tease and poke fun at others. when i do it or have someone to it to me, it's usually to poke at a person's vulnerability. ... </s> sure. i'm going by definitions. an egotistical person is someone who believes that they're better than others because of their own talents and abilities. it's an outward projection of who you... </s> topographical map: lab mbti approximation: **t* archetype: technician the test should probably be longer. </s> having an ego is just messing around and as long as it isn't too obnoxious then it's healthy self-esteem. having a huge ego because you feel threatened is bordering on narcissism and if left... </s> selling vacuum cleaners door-to-door? that sounds like selling to a bunch of lonely old people. if you like chatting it up with old people who probably haven't talked to a young person in years and... </s> logical tan and yellow. so what color is logical tan? it sounds like a made up color. second time around was yellow then orange."	"5"	"0"	"0"	"1"	"1"	"i was thinking about calling that church. religion has always been one centerpiece of my life and i wish to be that man of god. people would be so infinitely better off if god ruled their lives! ^ - -... </s> sorry to inconvenience you but no really need to talk about my feelings. </s> thanks to perc! so... what kind of robot are you? </s> i am so curious too. what ' s the reasons? i mean, i don ' t want to pry but the curiosity is getting the out of me. are the reasons stupid or just more irrational than what you ' re used towards? : p... </s> well that is what i meant. like, if someone you just met does something that annoys you but you try not really judge or dismiss them too quickly because you like to keep one open mind about the person.... </s> i ' m going to go with subconscious interest / desire again. </s> it could be how a killer acts or maybe has to do with intent. we find with some people, joking around and playing pranks on one other can seem perfectly innocent and silly. while with others the... </s> well, it ' s pretty clear what you think and how you feel about this dogs are at least with one another. maybe you were struck with this dog when you were around them and that let you overlook... </s> well then they have your answer. well, i guess it depends on how you tease and poke fun at others. when they do it or add someone to it to blame, it ' s usually i poke at a person ' s ego.... </s> sure. i ' m okay by definitions. an excellent person is someone whom believes that they ' re better than themselves because of their own talents and abilities. it ' s an outward projection of who you... </s> topographical map : lab mbti approximation : * * t * archetype : technician the test should also have tested. </s> having an attitude is just messing around and as long as it isn ' t too obnoxious then it ' s healthy self - esteem. having a huge heart because i feel threatened and bordering on narcissism and if left... </s> selling vacuum cleaners door - to - room? that sounds like selling from a bunch of lonely old people. if you like chatting it up with elderly people who probably haven ' t talked to a young person in years and... </s> logical tan and yellow. so what color is logical tan? it sounds like a made up universe. second time around was yellow then orange."
"if you like oitnb and south park, you might like desperate housewives. it's a mostly female dramedy like oitnb, and the comedy is usually dark and satirical, like south park (although it gets lighter... </s> crazy by 4minute (the snare drum ;-;) and clockwork by boa. </s> excuse me, i think i know heather a little bit better than you do! if she was gonna slit her wrists, the knife would be spotless. - heathers. also: i must say, i was impressed to see that she made... </s> i really, really wish i could 'get' screamo. :< it's not because i haven't given it a shot. i don't know what it is. i just can't enjoy it. i wanna say it's because it seems like it tries too hard to... </s> congrats!:d </s> 9w1-7w6-3w2also known as, i'm going to tell a bunch of offensive jokes and run as soon as somebody gets offended, but not too quickly or they'll think i'm weak.tends to be dead inside; eats a lot.... </s> <url> excuse me, i think i know heather a little bit better than you do. if she was gonna slit her wrists, the knife would be spotless. </s> who knew that i would soon have the most distracting theme of all time </s> <url>]]no </s> it is normal for bitches to take a rest partway through delivery omg 😆 </s> <url> 3:52 they all want to laugh so bad </s> <url> his name is snart </s> i hope this was funnier when i posted it. ;a; </s> in hawaii i went to swim with dolphins and i was the only one in my group that got stuck with this trainwreck. :( i tried tickling her stomach and she pulled out a rape whistle. </s> <url> a very very heavy, uh... heavy durr... burtation tonight. we had a very dares... dareson... bite let's go head, terresh taysian discyuhbleh </s> i personally believe that </s> has anyone really been far even as decided to use even go want to do look more like? </s> lol. i wish. i remember 'they be inclined bunch of colors' being something on perc, but i don't remember who said it, where it was from, or what the context was. this is gonna bug me now...."	"5"	"0"	"0"	"1"	"1"	"if you like oitnb and dinah shore, you might like desperate housewives. this ' s a mostly female dramedy like oitnb, and the comedy is always dark and dark, especially south park ( although it gets lighter... </s> crazy by 4minute ( the love drum ; - ; )... mastered by boa. </s> excuse me, i swear i know heather a little way better than you do! if she was gonna slit her wrists, the knife would be spotless. - 2. also : i must say, i was impressed to see that it made... </s> i really, really wish i could ' do ' screamo. : < it ' s not because i haven ' t given you a shot. i don ' t know what it is. i just don ' t enjoy it. i wanna say that ' s because it seems like it becomes too hard to... </s> congrats! : ª </s> 6 - 7w6 - 3w2also known as, i ' m supposed to tell a bunch of offensive jokes or run as soon as somebody gets offended, but not too quickly or they ' ll think i ' m weak. tends to be dead inside ; eats a lot.... </s> < url > excuse me, i think i know heather a little bit better than i do. when she was gonna slit his wrists, the knife would be spotless. </s> who knew that it would soon have the most distracting theme in all time </s> < url > ] ]... </s> this is normal for bitches to take a rest partway on delivery omg [UNK] </s> < url > 3 : 01 they all want to laugh so bad </s> <... > his name is snart </s> i realized this was funnier when i saw it. ; a ; </s> in hawaii i went to swim against dolphins but i was the only one in my group they were stuck with that trainwreck. : ( i tried tickling her stomach and she pulled out a rape whistle. </s> < url > [UNK] very very heavy, uh... heavy durr... well.... he had two very dares... dareson... bite let ' s go head, terresh taysian discyuhbleh </s> i personally believe... </s> has anyone really been far so as decided to use even go want it do look more like? </s> lol. my wish. i remember ' they be inclined bunch of colors ' being something on perc, and i don ' t remember whom said it, whom it was from, or what the message was. this is gonna bug over now...."
