"label"	"post"	"post_augmented"
"ENTJ"	"in order for this relationship to work out, there should be a lot of communication in order to really understand each other. it's a fantastic relationship when two aren't involved in a deeper level...."	"order for in this to relationship work out, should there be a of lot in communication order really to each understand other. it ' a s relationship fantastic when two aren ' t involved in a deeper level. ..."
"ENTJ"	"people actually misinterpret the spinning lady as a left brain/right brain form of test. it is actually created as an optical illusion and often mistaken as a test."	"actually people misinterpret the spinning a lady as brain left / right of brain form is test. it actually created as an optical illusion and often mistaken as a. test"
"ENTJ"	"lol exactly, just include the eyes looking upward and the lips pursed to one side with an audible hmmmpfff?"	"lol exactly, include just eyes the and looking upward lips the pursed to one with side audible an hmmmpfff?"
"ENTJ"	"np :) well i rarely like being touched, and most <mbti>'s i know is more or less the same, but when we like some one we let them get that close. this is a generational on my part as well."	"np:) i well rarely like being touched and, <mbti> most ' i s is know more or less the same, but when we like some one we let them that get. close this a is generational on my part as well."
"ENTJ"	"although i always test as an <mbti>, sometimes i feel like a bit of an <mbti>. i think most people who think they are dual typed will have a split between e and i."	"I although always as test an <mbti>, sometimes like i feel a bit of an <mbti> i. most think people who think they are dual have typed will a between e split and i."
"ENTJ"	"i can definitely see that. in the environment i was in it was used in a much different reference. i'm a little intoxicated but i think the best i could describe it would be like this. hey it sucks..."	"i can definitely that see. in the was environment i in it used was in a much different reference. i ' m a little i intoxicated think but best the i could describe would it be this like. hey it sucks. .."
"ENTJ"	"*reads over the preceding commentary* @knifey let me guess, you have very weak introversion and are in fact almost an extravert, right? right on the border, there? you verbally poke in the..."	"* reads the over commentary * preceding @ knifey let me guess, you have very introversion weak and in are almost fact an extravert, right? right on the border, there? you poke in verbally the. .."
"ENTJ"	"he doesn't have emotional outbursts, he just does embarrassing things in public like like talking too loudly in the train, attempting to converse with people who look like they want to be left..."	"he doesn ' t have emotional outbursts, he just does in embarrassing like things public like talking too in loudly train the, attempting converse to people with who look they like want be to left. .."
"ENTJ"	"i think i figured out part of what he doesn't like about me...wow. <mbti> relationships the <mbti> is outspoken, a person of principles, which are readily and directly expressed. estjs are not..."	"i think i figured out of part he what ' doesn t about me like. .. wow. <mbti> the relationships <mbti> is outspoken a, person of principles, which are directly readily and expressed. are estjs not. .."
"ENTJ"	"i don't have the experience of starting a new job, but i can see why this would happen. entjs don't usually get nervous about things, but this situation, but as some others said, it is the unknown..."	"i don ' t have the experience of a starting new job, but i can see this would why happen entjs. don ' t get usually nervous about things but, this situation but, as some others, said it the is. unknown.."
"ENTJ"	"i am actually thankful for your mentioning this, because i didn't realize till now how much i do this. i have a tendency to say things (both in giving advice and in making observations) regardless of..."	"am I actually thankful your for mentioning this, because i didn ' t realize now till how much i do this i. have tendency to a say things (giving both in advice and in observations making) of regardless. .."
"ENTJ"	"hi! i'm so thrilled about your post, since i saw your video on youtube not long ago and wanted to make a response. first of all, i will assume that you still vascillate between types. i'm an <mbti> 8w7..."	"hi! i ' so m thrilled about your post, since i video saw your on youtube not ago long wanted and to make a response. first of, all i will assume you that still between vascillate types. i ' m an <mbti> 8w7. .."
"ENTJ"	"i'm against homosexuality because of my religion. i have nothing against the homosexual. in other words, i have nothing against the people who made this choice; what i dislike is the choice itself."	"' I against m homosexuality because of religion my. i nothing have against homosexual the in. other words, i have nothing against the who this people made choice; i what dislike is the choice itself."
"ENTJ"	"type 6 nine inch nails, 6w5 (the hand that feeds) disdain & self-loathing <url> nine inch nails - the hand that feeds lyrics | metrolyrics the arctic..."	"nine type 6, inch nails 6w5 (the hand feeds that) & disdain - self loathing <url> inch nine nails - hand the that feeds lyrics metrolyrics | the arctic. .."
"ENTJ"	"this. this. all of this! (and this is probably why the friend that has been most supportive and there for me in the ways i've needed has not been the <mbti>, <mbti> or <mbti> i would have expected - but my..."	"this. . this all this of! (and this is probably why the friend has that been supportive most and there me for in the ways i ' ve needed has not been the <mbti>, <mbti> i or <mbti> would have expected - my but. .."
"ENTJ"	"each time i take the mbti i am closer to becoming an <mbti>, only off by 6% last time round. do you think i'd make a good a <mbti>? as i slowly become more evil."	"each i time take the mbti i am to closer an becoming <mbti>, only by 6 off% last time. round do you i think ' d make good a a <mbti>? as slowly i more become evil."
"ENTJ"	"we butt heads constantly, as we are both <mbti>'s, but as long as we live a few states away from each other we get along great."	"Butt heads we constantly, as we are both <mbti> ' s, as but we long as live a few away from states we each other along get great."
"ENTJ"	"if they persist with their flirting, i'll be pretty straight up and down: no. i'm not interested. just friends. please quit making it awkward or i'll blatantly ignore you."	"they if with persist their flirting, ' i ll be straight pretty up and down: no. i ' m not. interested just friends. please quit making it awkward or i ll blatantly ' ignore. you"
"ENTJ"	"yes, you are right. i say these things out loud all the time since i do tend to talk without thinking. i should learn from the intjs and keep these things to myself. one day i will get this right...."	"yes, you are right. i say these things out loud all time the since do i to tend talk without. thinking i should learn from the and intjs these keep things to myself. one day i will right get this. ..."
"ENTJ"	"marac, maybe you misunderstood. in real life, people dont drag their mbti type along with them when they talk/interact to someone. for personality types, i appreciate people not base on that, but..."	", marac maybe misunderstood you. real in life, people dont their drag mbti type along with them when talk they / interact to. someone personality for types, i appreciate people not base that on, but. .."
"ENTJ"	"let me continue, robert fripp is an <mbti>. he once say that he was struggle to learn how to play guitar, thought that he was tone deaf and it took 7 years for him to finally master his chosen..."	"let me continue, robert fripp is an <mbti> he. once that say was he struggle learn to play how to guitar, he thought that was tone deaf it and took 7 for years him to finally master his chosen. .."
"ENTJ"	"this would be an example of persuasion. i'm not saying ethical types can't do it, i'm saying they prefer not to, like you just showed me."	"this would be example an of persuasion. i m ' not saying types can ethical ' do t it, i ' m saying they prefer not to, you like showed just. me"
"ENTJ"	"every damn day i experience this. even with my family i experience this. i get started up on a topic, and then i realize that nobody understands me. i have to make myself seem more stupid just to fit..."	"every damn day i this experience. even my with family experience i this. i get up started on topic a, then and realize i nobody me that understands. i have to make myself seem more stupid just to fit. .."
"ENTJ"	"that's an unusual definition of genius. in the everyday sense, jobs was certainly a genius. in the fashion you mean...? purely from the viewpoint of the world of technology, he had or was..."	"that ' s an unusual definition. of genius in everyday sense the, jobs was certainly a genius. the in fashion you mean. .. ? purely viewpoint from the of world the of technology, had he was or. .."
"ENTJ"	"i find that it's hard for me to find someone, maybe i'm hard to be approached(sometimes i sense that they rare interested in me but i don't, and i did not give them chances.) so far only <mbti> and..."	"i find it that ' hard s for to me someone find, i maybe m ' hard be to approached (sometimes i sense that rare interested they in me but i don ' t, and i did not give them chances.) far so only <mbti> and. .."
"ENTJ"	"i would say that reputation is more important to me but technically a reputation is a sort of unspoken compliment held by many people. if i constantly heard compliments personally, i would assume..."	"would say I that reputation important is more to me but technically a reputation is a of sort compliment unspoken by many held people. if i heard constantly compliments personally, would i assume. .."
"ENTJ"	"come on man.. i'm an <mbti>... and i don't think <mbti>'s are badass name me one, just one, cartoon or movie heroes which is an <mbti>..."	"Come on man. . ' i m an <mbti>. .. and don i ' think t <mbti> s are ' name badass me one, just one, cartoon or movie heroes which is an <mbti>. .."
"ENTJ"	"<url> also had the pleasure of listening to the short story the zero meter diving team yesterday! bomb magazine ax80x94 the zero meter diving team by jim shepard"	"Url <> also had the pleasure of to listening the short zero story the diving meter yesterday team! bomb magazine ax80x94 the meter zero diving shepard team by jim"
"ENTJ"	"to make clear, there is no opportunity for me to participate in formal debates with a podium/audience. my experience involves one-on-one, small groups or places like this. my x91debatex92 is more a..."	"to make clear, there no is opportunity me for to participate in formal with debates podium a / audience. experience my involves - one on one -, small groups or like places this my. x91debatex92 is a more. .."
"ENTJ"	"i'm an <mbti>, and i've always been torn between slytherin and gryffindor-although they are 2 sides of the same coin. i would say i'm slytherin though-cunning, straight-forward, and annoyingly..."	"i m ' an <mbti>, i and ' ve always between been torn slytherin and gryffindor - although are they 2 sides of same the coin. i would say i ' slytherin m - though cunning, straight - forward, and annoyingly. .."
"ENTJ"	"i'm afraid to say much more, especially without a subject to focus on. i was a total bad boy in every sense, so what seems reckless to me now seemed quite normal to me back then. to give you some..."	"i ' afraid m to much say more, especially without subject a to focus on. was i a total boy bad in every sense, so seems reckless what to me now seemed quite normal to then me back. to you give some. .."
"ENTJ"	"i also think you cant' change your personality. many people hate me for how i speak and act. there isn't a single person in the world who loves to be hated. i hate it, too. i've tried so many..."	"also I think you cant ' change your many personality. people hate for me how i speak and act. there isn ' t a single person the in world who to loves be hated. hate it i, too. ' i ve tried many so. .."
"ENTJ"	"i think reading the enneagram would really help you in this case. it sounds exactly like what you are describing and i hope it will help your perspective. many <mbti> are naturally enneagram 8...."	"think I reading the enneagram would you really help in this case. sounds it exactly like what are you describing and i it hope will help your perspective. many <mbti> are enneagram 8 naturally. ..."
"ENTJ"	"i have s tendencies... so that would make sense. i don't know much about s's but my n is always the one to score lower than the other functions. but my n is still rather high. i guess detached is..."	"i tendencies have s. .. so would that make sense. i don ' t about know much s ' s but my n is always the to one score lower than the other functions. my but n is still rather high. i guess detached. is.."
"ENTJ"	"thanks. :) in my experience, <mbti> students, especially female <mbti> students whose <mbti>'ness is at odds with some aspect of our culture, do not have the best gpa's. they are typically brilliant..."	". thanks:) in my experience, <mbti> students, especially female <mbti> students whose <mbti> ' ness is odds at with some aspect of our culture, not do have the gpa best ' s. are typically they brilliant. .."
"ENTJ"	"not the answer you're looking for but you simply can't help him here. he will need to find a way to de-stress after work (running and working out are magical for this). at work he probably needs to..."	"The not answer you ' re looking for you but can simply ' t help him here. he will need to find a way de to - after stress work (and working running out are magical this for ). at work needs he probably to. .."
"ENTJ"	"this is exactly why i love sad movies. i stop thinking and think only about the movie. the engagement from sad devastating movies is an exceptional release for me - the pianist - schindlers list'"	"is exactly this i love why sad movies. i thinking stop and think only about movie the. the engagement from devastating movies sad an is exceptional release me for - the pianist - schindlers list '"
"ENTJ"	"i read somewhere on this forum that james roday is an <mbti>. my first guess for his type is <mbti> because i get the feeling that introverted thinking is his first mbti function and the fact that i'm an..."	"i somewhere read on this forum that james roday an is <mbti>. my guess first for his type is <mbti> i because get feeling the that thinking introverted is his mbti first function and fact the that i ' m an. .."
"ENTJ"	"i think he actually may be <mbti>, a good bit more so than <mbti>, although he would disagree and say i'm not sensitive."	"i think he actually may be <mbti>, a good more bit so <mbti> than, although he disagree would and i say ' m sensitive not."
"ENTJ"	"i don't disagree with your thread at all, so the purpose of this post is for me to affirm that to you. entjs are perceived as arrogant largely because we feel immensely self-empowered by our..."	"i don ' t disagree with your thread all at, so purpose the of this post for me is to affirm that you to. are entjs as perceived arrogant largely because we feel immensely self - by empowered our. .."
"ENTJ"	"this is awesome. i had to double check it wasn't an onion article. teacher threatens to spoil 'game of thrones' for disruptive class"	"this is. awesome i to had double check wasn it ' t an onion article. teacher threatens to spoil ' ' game of thrones for class disruptive"
"ENTJ"	"yes, i like high standards but it's just not practical enough. if i'm attracted to a woman then i just am. i didn't selectively take the time to think about it and choose to be. my brain fired off my..."	"yes i, like standards high but it ' s just not practical enough if. i ' m a attracted to woman then just i am. i ' didn t selectively take the to think time about it and choose to be. brain my fired off my. .."
"ENTJ"	"lol it wasn't until you said this and yes it's not that easy typing young people. sorry. :( that i was sure about seeing fi in you. by the way you seem like a really cool person. what's..."	"lol it ' wasn until t you said this and yes ' it s not that easy typing young people. sorry. : that (was i sure about fi seeing in you. by the way you seem like a really. cool person what ' s. .."
"ENTJ"	"definitely agreed about intps. finally! as for isfps... they seem kinda dull to me, most of the time. rarely can i have an entertaining conversation with one. it becomes boring rather quickly...."	"definitely agreed about intps finally. ! as for isfps. . they. seem kinda dull me to most, of the time. rarely can i have an conversation entertaining with. one becomes it rather boring quickly. ..."
"ENTJ"	"my first language is russian 😆 i'm bilingual. also tried learning german, but i forgot everything because of the lack of practice. internet helps me remember both english and russian though..."	"my first language is russian 😆 i ' bilingual m also. tried learning german, but forgot everything i because of of the practice lack internet. helps me remember both english russian and. though.."
"ENTJ"	"i sometimes feel like a walking list of pet peeves. a few of mine are: -people being verbose -people being extremely loud -unprofessional/overly emotional book, music, and movie reviews ..."	"i sometimes feel a like walking of list pet peeves. a few of mine are: - people being - verbose people being extremely loud - unprofessional / overly emotional book, music, and movie. reviews.."
"ENTJ"	"i love weddings, as long as i am comfortable with the people there. however, i don't think thousands should be spent on dresses and the like. i would prefer that money be spent to ensure that guests..."	"i love weddings, long as as i am comfortable the with people. there however, don i ' t think thousands should be on spent dresses and like the. would i prefer that money spent be to ensure. that guests.."
"ENTJ"	"evolution. basically nature figured out that shit gets done if you have a decent amount of ts. add some female fs and men have a reason not to be gay."	"evolution. basically nature figured out that shit done gets if have you a decent amount ts. of add some fs men female and have reason not a be to gay."
"ENTJ"	"i'm tiny (under 5'3) and made management at 23, right after the completion of my masters. had plenty of older men attempt to condescend. i let them when it was to my advantage and sandbagged them,..."	"i ' m tiny under 5 (' 3) and made management at, 23 right after the completion my of masters. had plenty of men older attempt condescend to. them i when let it to was my advantage and sandbagged them, ..."
"ENTJ"	"'usually when i am in a group consisting largely of morons and there is that one other person who isn't a moron. i feel like i am being appreciated whilst not offending people."	"' usually when i am a in group consisting largely of and morons there is that other one who person isn ' t a. moron like i feel i am being whilst appreciated not offending people."
"ENTJ"	"for one, i think the shame-and-be-damned approach of wiki leaks is immoral and foolhardy. that is, it excludes those whom it is apparently trying to help by attempting to 'forcibly reform' by turning..."	", for one think i the shame - - and - be damned approach of wiki is leaks immoral and foolhardy. that is, it excludes whom those it apparently trying is to help by attempting to ' forcibly reform ' turning by. .."
"ENTJ"	"with all seriousness, this is actually a good idea. the actual method of how you say it isn't really the issue, as long as it's very direct and not (or at least minimally) mushy."	"with all, this seriousness is actually good a idea. the method actual of how you say isn it ' really t the issue, as long as ' it s and very direct not (or at least minimally mushy )."
"ENTJ"	"when i'm debating or arguing, i think people mistake my passion for the subject as anger. i hate when people don't hear me out, or cut me off (though i may do that to do them); then i get frustrated...."	"when i ' m or debating arguing, people i think mistake my passion the subject for anger as. i hate when people don ' hear t me out, or me cut off (though i do may to that do them ); then i get frustrated. ..."
"ENTJ"	"i feel like i have lost a lot of things that mattered a lot to me, because i didn't give efforts into keeping them."	"i feel like i lost a have of lot things that mattered lot a me to because, i didn ' t give efforts into them keeping."
"ENTJ"	"honestly, i'm prefer neither. if i had to choose, i'd choose cats because they are less needy to fit my busy lifestyle. i tried having a dog... it didn't work out. also for some reason, all dogs seem..."	"honestly i, ' m. prefer neither if i had to, choose i d ' choose cats because less they are needy fit to my busy lifestyle. i tried having a dog. .. didn it ' t out work. also for some reason, all dogs seem. .."
"ENTJ"	"than you can buy research on therapies to fix that. you'll probably need a lot of money, but still ^^"	"than can you research on buy to therapies fix that you. ' ll probably need lot a money of but, still ^ ^"
"ENTJ"	"i don't know of many entjs in film or television, but i do know that i relate really, really strongly to intjs on screen (ex bbc sherlock)."	"i don ' of t know many film entjs in or television but, i do know that i relate really, really strongly to intjs on screen (ex sherlock bbc )."
"ENTJ"	"i'd rather invest and focus my energy on one person seeing as all healthy relationships require decent work. also, polyamorous relationships requires more time which i unfortunately do not possess...."	"i ' d rather invest and my focus person on energy one seeing as all healthy relationships decent require work also. , polyamorous relationships more requires time which i unfortunately do not possess. ..."
"ENTJ"	"that's usually what i try to do. however, in this situation, my buffer person failed me and i was left feeling jilted and floundering and, consequently, angry."	"that ' s what usually i do try to. however, in situation this, my person buffer failed me and i was left feeling and jilted and floundering, , consequently angry."
"ENTJ"	"1. an intellectual equal 2. understands me deeply 3. growth-oriented mindset 4. challenge. i don't respect people who don't stand up to me. 5. engaging conversation 6. sex"	"1. an intellectual equal 2 me. understands deeply 3. growth oriented - 4 mindset challenge. . i don ' t respect who people don ' stand t up me to. 5. conversation engaging 6 sex."
"ENTJ"	"ah, a long overdue wind down. a latte at the new local coffee stop. happy birthday for last week fumetsu, how was melting pot? what is that... cheese fondue?"	", ah a wind long overdue down. a latte at the new local coffee stop. birthday happy for last week fumetsu, how was melting pot? what is that. .. cheese fondue?"
"ENTJ"	"i can relate to every thought of yours. i guess small touches of someone i'd love might be great, but random people hugging me or kissing me on the cheeks... that's just not acceptable. i sort of..."	"i can to relate every thought yours of. i guess small touches of someone i ' d love might great be, but random hugging me people kissing or on me the cheeks. . that. s ' just not acceptable. i of sort. .."
"ENTJ"	"apollonouta oops sorry! not trying to attack you, that's just how i speak. remember, i'm just a whale on the internet, i don't actually know the first thing about you. my advice is more general..."	"apollonouta oops sorry! not trying to attack you, that ' just s i how speak. remember, i ' m whale just a on the internet, i don ' actually t know the first thing you about. advice my is general more. .."
"ENTJ"	"sayonara i love this sir critique a lot you mention so much. he reminds me of my good friend, madame do-it-better-next-time.'"	"sayonara i love this sir critique lot a mention you so much he. reminds me of good my friend, madame do - it better - - next -. time '"
"ENTJ"	"why do you care what they think? unless they think your motivations are always negative and it somehow affects your life. i don't think an <mbti> will ever understand me either, but i just let them..."	"why do you care they what think? they unless think motivations your always are negative and somehow it your affects life. don i ' think t an <mbti> will ever understand me either, i but let just them. .."
"ENTJ"	"in my area [ny metro] it does seem like the jobs where a communications/journalism/english degree is needed are plentiful. you have a point about advertising, even though that could fall under..."	"my in [area ny metro] it does the seem like jobs where a communications / journalism / english degree is needed are plentiful. you a have point about, advertising even though that could fall under. .."
